Individual,BureauInquiries,CreditUsage,TotalCredit,CollectionReports,MissedPayments,HomeOwner,CreditAge,TimeOnJob,CreditScore
555,6,0.230,16500,0,1,1,6.00,10,721
556,5,0.400,16000,0,0,1,8.50,14,725
557,6,0.320,19500,0,0,1,7.10,15,680
558,6,0.180,20000,0,0,0,6.50,8,602
559,9,0.260,26500,0,0,1,4.50,14,732
560,7,0.410,18500,0,0,1,8.20,14,726
561,7,0.440,18500,0,0,1,8.80,14,721
562,7,0.390,16000,0,0,1,6.00,10,679
563,7,0.260,15500,0,1,1,7.30,7,667
564,6,0.320,18500,0,0,1,7.10,15,743
565,7,0.440,18500,0,0,0,6.50,17,766
566,10,0.250,25000,0,2,1,8.10,6,621
567,8,0.430,21000,0,0,0,5.90,16,775
568,7,0.440,18500,0,0,0,6.50,17,726
569,6,0.260,12000,0,0,1,4.30,7,558
570,8,0.200,20000,0,1,1,6.80,8,721
571,7,0.210,17000,0,0,1,6.90,10,717
572,8,0.570,23000,1,2,1,7.20,8,550
573,5,0.245,18500,0,2,1,6.90,4,539
574,7,0.250,20500,0,1,1,5.60,13,722
575,7,0.160,38500,2,2,0,4.60,4,558
576,7,0.180,33500,0,1,1,9.20,5,677
577,6,0.230,15000,0,1,0,5.60,4,716
578,7,0.190,34000,0,1,1,9.20,5,749
579,6,0.310,17000,1,1,1,9.30,10,699
580,7,0.280,16000,0,0,0,6.90,13,826
581,8,0.220,20000,0,1,1,10.80,2,772
582,8,0.350,28000,0,2,0,8.20,5,694
583,8,0.220,21000,0,1,1,10.80,2,742
584,6,0.270,15000,0,1,1,9.50,8,724
585,7,0.270,17000,0,1,0,7.30,13,779
586,7,0.310,37000,0,0,0,6.10,3,648
587,8,0.450,17000,0,1,0,3.10,15,831
588,7,0.270,17000,0,1,0,7.30,13,750
589,7,0.160,21500,0,0,0,11.50,14,685
590,6,0.160,14500,0,0,0,6.20,11,717
591,8,0.210,21000,0,0,0,9.70,15,692
592,8,0.160,16500,0,0,1,6.10,6,737
593,6,0.410,14000,0,3,0,12.80,11,447
594,7,0.380,16500,0,0,1,6.70,9,748
595,9,0.245,19000,0,1,0,5.60,7,703
596,7,0.190,21000,0,1,1,4.80,5,692
597,8,0.590,36500,0,2,0,11.90,4,558
598,7,0.140,22500,0,0,1,7.10,9,767
599,9,0.140,30500,0,0,0,9.50,5,647
600,5,0.365,4000,0,0,1,5.70,6,704
601,9,0.250,28000,0,2,0,6.50,8,600
602,8,0.200,18000,0,2,0,6.00,7,700
603,7,0.150,19000,0,3,1,9.40,9,557
604,6,0.150,15500,0,0,1,7.90,7,746
605,6,0.250,28500,0,3,0,6.40,3,554
606,7,0.430,19500,0,0,1,6.60,16,696
607,6,0.200,15000,1,3,1,9.00,10,588
608,7,0.320,25000,0,0,1,7.40,15,700
609,5,0.370,17500,0,0,1,5.10,12,669
610,8,0.190,22500,0,0,0,6.50,5,606
611,8,0.210,21500,0,0,0,6.50,5,625
612,7,0.160,32000,0,1,1,7.90,4,714
613,7,0.210,18500,0,1,0,11.80,14,831
614,5,0.210,12000,0,2,1,10.30,7,695
615,6,0.180,16000,0,3,1,7.00,7,603
616,8,0.580,13500,0,0,0,5.40,9,697
617,6,0.250,15500,0,1,1,7.40,6,722
618,7,0.390,18500,0,0,1,7.10,15,798
619,9,0.350,21500,0,2,0,4.20,8,455
620,8,0.570,20500,0,0,1,10.40,15,707
621,5,0.210,12000,0,1,1,10.30,7,744
622,6,0.290,20000,0,2,1,6.90,4,679
623,6,0.320,10000,1,1,1,5.50,5,516
624,7,0.190,21500,0,0,0,6.20,11,631
625,6,0.130,14000,0,0,1,4.30,7,742
626,7,0.140,21500,0,0,1,6.70,9,697
627,6,0.300,16000,0,0,1,6.60,10,714
628,6,0.280,15000,0,0,1,5.30,10,770
629,6,0.460,10000,0,0,0,6.20,8,695
630,7,0.360,28000,0,0,1,4.50,8,685
631,6,0.230,21000,0,0,1,10.20,11,692
632,5,0.490,7500,0,0,1,13.10,18,699
633,6,0.420,17500,0,0,1,7.20,17,688
634,6,0.160,24500,0,0,1,6.60,13,660
635,6,0.420,16500,0,0,1,7.20,17,733
636,5,0.135,15000,0,0,1,6.90,4,684
637,6,0.190,17500,0,0,0,6.90,13,707
638,7,0.180,14500,0,0,1,7.90,10,701
639,7,0.250,18000,0,1,0,6.70,3,746
640,7,0.250,18000,0,1,0,6.70,3,725
641,7,0.200,17000,0,0,1,6.50,11,737
642,7,0.250,18000,0,1,0,6.70,3,727
643,7,0.260,14500,0,0,1,9.70,9,799
644,6,0.390,14000,1,2,1,5.60,7,484
645,7,0.190,14000,0,0,0,11.20,11,750
646,7,0.200,18000,0,0,1,6.50,11,676
647,6,0.230,13000,0,0,1,9.00,7,712
648,8,0.550,21500,1,14,0,9.00,10,346
649,7,0.140,37000,0,0,0,6.40,9,698
650,5,0.165,13000,0,0,1,7.30,4,615
651,9,0.250,39000,1,4,0,6.00,7,477
652,8,0.290,24500,0,0,1,6.40,9,720
653,8,0.180,24500,0,0,0,10.20,8,691
654,6,0.360,25500,0,0,0,7.30,13,685
655,7,0.250,25500,0,1,1,8.90,10,628
656,6,0.250,25500,1,2,1,7.70,3,614
657,7,0.260,37000,0,2,0,6.40,3,648
658,7,0.310,13000,0,0,1,5.50,8,600
659,8,0.250,25500,0,0,0,5.20,5,613
660,7,0.180,24500,0,0,1,6.60,13,736
661,7,0.430,24500,0,1,1,5.90,10,708
662,8,0.200,37000,0,0,1,6.60,13,723
663,6,0.270,25500,0,0,1,6.60,13,686
664,7,0.160,24500,0,1,1,7.60,10,723
665,6,0.190,24500,0,1,1,4.50,11,710
666,7,0.430,24500,0,1,1,5.90,10,743
667,7,0.520,24500,0,1,1,5.40,12,771
668,6,0.340,38000,1,1,0,12.60,4,581
669,7,0.110,25500,0,0,1,6.80,8,679
670,8,0.170,37000,0,0,1,6.20,14,731
671,7,0.200,38000,0,2,1,7.60,7,590
672,7,0.250,25500,0,0,1,5.90,13,698
673,6,0.240,13000,0,0,1,5.40,6,604
674,7,0.210,25500,0,0,1,4.20,11,612
675,6,0.250,15000,1,3,0,7.50,5,451
676,7,0.510,12000,0,0,0,4.40,9,653
677,7,0.220,13000,0,1,0,4.50,11,656
678,6,0.250,12000,0,0,1,9.30,7,721
679,6,0.160,24500,0,1,1,12.20,8,744
680,6,0.250,15000,1,3,0,7.50,5,419
681,7,0.280,24500,0,0,0,5.80,8,658
682,6,0.260,37000,0,2,1,8.50,5,655
683,5,0.185,24500,0,0,1,6.90,7,699
684,7,0.290,24500,0,1,1,5.90,13,754
685,6,0.620,13000,0,0,1,4.20,8,591
686,6,0.270,24500,0,0,1,7.30,13,739
687,8,0.200,26500,0,3,0,5.30,7,534
688,6,0.300,13000,0,0,1,5.60,4,573
689,7,0.170,37000,0,0,1,5.60,13,775
690,7,0.260,37000,0,2,1,9.00,7,662
691,7,0.220,24500,0,0,0,4.00,10,750
692,7,0.220,25500,0,2,0,4.60,10,661
693,8,0.220,24500,0,1,0,4.80,8,717
694,8,0.240,24500,0,2,0,4.80,8,681
695,8,0.230,25500,0,0,0,5.00,13,662
696,6,0.210,24500,0,1,1,5.10,3,698
697,14,0.270,24500,0,1,1,8.30,10,741
698,6,0.210,24500,0,1,1,5.10,3,676
699,8,0.300,24500,0,1,0,4.60,10,725
700,7,0.230,24500,0,1,1,4.30,10,771
701,7,0.260,24500,0,0,1,8.40,9,667
702,8,0.150,24500,0,0,0,6.90,7,708
703,7,0.260,24500,0,0,1,8.40,9,659
704,7,0.180,37000,0,1,1,10.00,4,707
705,7,0.160,25500,0,0,1,8.80,8,682
706,8,0.130,26500,0,1,0,4.70,6,561
707,7,0.360,12000,0,0,1,8.40,15,729
708,7,0.180,25500,0,1,1,7.80,8,679
709,7,0.210,25500,0,1,1,6.80,14,684
710,7,0.180,24500,0,1,1,7.80,8,723
711,6,0.430,26500,0,2,1,8.00,4,491
712,7,0.300,37000,0,1,1,7.40,15,748
713,8,0.190,24500,0,0,1,7.30,7,735
714,7,0.180,25500,0,1,0,6.60,4,598
715,7,0.300,24500,0,1,1,8.10,6,684
716,6,0.300,38000,0,1,1,6.70,6,601
717,7,0.260,25500,0,0,1,5.90,7,563
718,6,0.170,37000,0,1,1,11.50,8,725
719,7,0.640,26500,1,2,1,8.80,8,459
720,7,0.310,26500,1,4,1,7.00,4,441
721,9,0.300,24500,0,0,0,4.50,11,708
722,8,0.240,24500,0,0,0,4.70,12,732
723,7,0.300,38000,0,2,0,6.10,3,610
724,9,0.310,25500,0,0,0,6.40,6,557
725,6,0.250,37000,0,2,1,6.60,4,693
726,7,0.300,38000,0,2,0,6.10,3,627
727,7,0.140,37000,0,1,0,12.90,13,737
728,6,0.120,25500,0,2,1,6.20,8,657
729,6,0.270,24500,0,1,1,6.60,4,711
730,6,0.270,24500,0,2,1,6.60,4,685
731,7,0.290,24500,0,0,0,6.20,5,720
732,5,0.410,12000,0,0,1,7.50,17,746
733,7,0.260,23500,0,0,1,6.70,15,840
734,5,0.190,24500,0,0,1,5.50,5,712
735,6,0.270,25500,1,2,0,7.80,2,633
736,8,0.200,24500,0,1,0,6.00,7,765
737,7,0.320,24500,0,0,0,6.50,14,732
738,8,0.290,25500,0,0,1,5.40,9,622
739,6,0.340,23500,0,1,0,6.00,4,726
740,6,0.370,24500,0,3,1,7.50,2,690
741,6,0.220,24500,0,0,1,5.90,10,781
742,7,0.260,24500,0,0,0,4.90,10,731
743,6,0.440,24500,0,2,0,5.10,3,664
744,7,0.140,24500,0,0,1,5.20,5,700
745,9,0.220,25500,0,2,1,6.60,7,661
746,7,0.150,12000,0,0,0,4.80,5,747
747,7,0.280,24500,0,0,1,8.60,13,811
748,8,0.120,25500,0,2,1,7.10,6,668
749,7,0.190,24500,0,0,1,5.30,4,708
750,7,0.190,24500,0,0,1,5.30,4,770
751,7,0.300,26500,0,1,1,8.60,7,545
752,6,0.420,36000,0,1,0,8.00,4,733
753,7,0.280,25500,0,0,0,8.60,7,598
754,5,0.150,26500,0,1,1,7.60,4,547
755,7,0.400,25500,0,1,1,8.90,10,657
756,6,0.310,24500,1,2,0,6.40,3,649
757,6,0.260,23500,0,1,1,6.90,7,750
758,7,0.445,29000,0,0,1,6.40,9,614
759,7,0.310,19000,0,0,1,6.70,6,653
760,7,0.240,9000,0,1,1,8.40,6,741
761,6,0.220,14500,0,1,1,6.90,7,738
762,7,0.230,18500,0,1,0,5.30,10,745
763,6,0.300,10000,0,2,1,6.20,8,662
764,7,0.320,17000,0,2,1,8.00,4,629
765,6,0.310,15000,0,1,1,8.70,12,743
766,7,0.250,14000,0,1,0,5.00,4,716
767,7,0.160,12500,0,0,1,8.20,11,726
768,6,0.265,12000,0,2,1,6.60,7,577
769,7,0.240,15000,0,1,1,7.40,12,738
770,6,0.240,11000,0,1,1,8.70,6,731
771,7,0.610,15000,1,3,1,9.80,8,517
772,6,0.220,16000,1,2,1,5.40,6,570
773,8,0.310,12000,0,0,0,7.50,8,626
774,6,0.340,13500,0,0,1,7.30,7,677
775,6,0.300,13000,0,0,0,7.20,5,620
776,6,0.180,16000,0,0,1,8.50,11,798
777,7,0.210,15500,0,0,1,7.40,9,666
778,6,0.270,16000,0,0,0,6.70,6,722
779,7,0.200,19500,0,1,1,6.40,9,770
780,7,0.400,51000,0,0,1,5.00,13,671
781,7,0.445,21000,0,1,1,5.00,7,742
782,6,0.300,13000,0,0,0,7.20,5,644
783,9,0.230,15000,0,0,0,4.20,8,733
784,8,0.300,15500,0,0,0,6.30,10,697
785,7,0.150,21000,1,1,1,6.00,7,576
786,6,0.370,23500,1,1,1,6.80,5,654
787,6,0.250,11500,0,0,1,5.10,6,669
788,6,0.220,30000,0,0,0,4.30,4,577
789,7,0.220,15500,0,0,1,6.70,6,591
790,7,0.180,15000,0,2,0,8.10,6,694
791,6,0.255,22000,0,1,1,8.50,5,723
792,7,0.230,11500,0,0,1,8.60,7,765
793,6,0.250,11500,0,0,1,5.10,6,732
794,6,0.290,12500,1,2,1,6.40,3,645
795,9,0.210,16000,0,1,0,6.80,8,538
796,6,0.620,10000,0,2,1,6.90,4,627
797,6,0.280,9500,0,2,1,5.60,7,680
798,7,0.210,15000,0,0,1,7.80,5,676
799,6,0.270,13500,1,2,1,6.90,4,581
800,7,0.320,12000,1,2,1,10.70,3,572
801,6,0.370,4500,0,0,1,5.00,7,615
802,6,0.180,13000,0,0,1,10.50,5,700
803,7,0.390,13000,0,1,0,6.70,9,703
804,7,0.490,50000,0,0,1,6.00,13,729
805,8,0.170,16500,0,1,1,5.40,6,637
806,7,0.200,13000,0,1,0,11.30,13,706
807,6,0.330,13000,0,0,1,7.90,4,586
808,7,0.220,18000,0,1,1,7.20,8,725
809,7,0.350,16500,1,2,1,9.30,4,586
810,6,0.370,13000,0,0,1,8.20,5,598
811,6,0.370,19500,0,0,1,7.80,5,723
812,6,0.250,12500,0,0,1,5.90,10,821
813,6,0.230,14500,0,1,0,6.10,3,701
814,6,0.260,10500,0,2,1,8.70,6,681
815,7,0.300,11000,0,2,0,6.90,4,657
816,9,0.160,13500,0,1,0,4.50,5,576
817,6,0.230,14500,0,1,0,6.10,3,716
818,7,0.380,11000,0,0,1,6.20,5,564
819,8,0.200,21500,0,1,1,11.40,3,710
820,6,0.360,10500,0,2,1,6.70,6,682
821,6,0.270,15000,0,0,1,7.00,13,772
822,7,0.290,17500,0,1,0,5.70,9,581
823,7,0.190,13000,0,1,1,8.00,7,676
824,7,0.320,21000,0,0,1,9.20,8,595
825,6,0.320,6000,0,2,1,4.00,4,628
826,7,0.440,12000,0,2,0,6.90,10,697
827,7,0.490,12000,0,1,1,7.00,13,753
828,7,0.440,12000,0,1,0,6.90,10,713
829,7,0.490,12000,0,1,1,7.00,13,775
830,8,0.550,21000,2,2,0,8.90,4,620
831,6,0.340,18000,1,2,1,8.90,4,697
832,6,0.340,23000,0,0,1,9.90,13,723
833,7,0.260,31000,0,3,0,5.00,4,532
834,7,0.240,12500,0,1,1,6.20,11,709
835,6,0.340,23000,0,0,1,9.90,13,727
836,6,0.240,17500,0,2,1,8.50,8,696
837,8,0.340,18000,1,2,1,7.10,6,600
838,7,0.360,22000,0,0,0,6.60,7,679
839,6,0.370,14000,0,0,0,5.80,11,698
840,8,0.180,14000,0,0,0,5.30,7,695
841,6,0.190,10500,0,1,1,7.90,7,731
842,5,0.330,11000,0,2,0,6.70,3,566
843,8,0.190,16000,0,0,1,7.80,5,664
844,8,0.200,18000,0,0,0,5.20,8,733
845,7,0.200,30500,0,0,0,5.60,4,694
846,7,0.300,22000,0,2,1,9.60,4,590
847,6,0.220,18000,0,1,1,5.60,7,562
848,7,0.240,21500,1,2,1,6.10,6,567
849,7,0.300,22000,0,2,1,9.60,4,626
850,6,0.240,16500,0,0,1,6.10,3,619
851,7,0.290,33500,0,1,0,6.70,3,735
852,7,0.260,16500,0,2,0,7.50,5,670
853,7,0.290,33500,0,2,0,6.70,3,663
854,7,0.370,15000,0,1,0,8.00,13,731
855,7,0.180,14000,0,0,0,11.70,6,657
856,6,0.350,13500,0,1,1,8.70,3,744
857,8,0.260,16500,0,1,0,7.60,7,721
858,8,0.370,14500,0,0,0,7.20,8,601
859,6,0.200,29000,0,0,1,6.00,7,721
860,7,0.270,16000,0,2,1,5.20,11,685
861,7,0.490,14000,1,10,1,5.00,10,398
862,9,0.710,11500,0,0,0,5.30,7,668
863,9,0.270,17000,0,1,0,6.20,8,736
864,7,0.160,19500,0,1,1,5.70,6,554
865,8,0.360,28500,0,3,0,9.80,2,630
866,8,0.360,29500,1,3,0,9.80,2,536
867,6,0.450,21000,1,2,0,6.00,4,639
868,8,0.260,15000,0,1,0,8.00,7,679
869,8,0.250,8500,0,3,0,6.10,6,538
870,9,0.900,25000,0,3,0,7.60,7,511
871,8,0.240,19000,0,1,1,11.40,9,746
872,6,0.290,15000,1,2,0,8.00,4,630
873,7,0.120,16000,0,0,1,5.60,4,742
874,7,0.320,27500,0,1,0,8.10,3,655
875,8,0.170,16500,0,0,0,5.30,7,648
876,8,0.170,16500,0,0,0,5.30,7,635
877,7,0.320,26500,0,1,0,8.10,3,749
878,6,0.310,22000,0,2,1,6.00,4,534
879,7,0.210,15000,0,0,0,5.50,8,744
880,8,0.230,17500,0,1,0,8.50,5,743
881,7,0.200,15500,0,0,1,7.30,7,690
882,8,0.490,20500,0,0,1,7.10,9,727
883,7,0.260,14000,0,0,1,5.40,3,547
884,7,0.380,25000,0,1,0,6.00,4,716
885,7,0.200,15000,0,1,1,6.70,3,770
886,7,0.200,14000,0,1,1,6.70,3,789
887,7,0.200,14000,0,1,1,6.70,3,815
888,8,0.190,30000,0,2,1,9.30,4,680
889,8,0.220,15000,0,2,0,8.00,7,584
890,7,0.280,16500,0,2,1,10.40,3,667
891,8,0.200,19000,0,1,1,12.70,3,709
892,7,0.280,16500,0,1,1,10.40,3,744
893,8,0.200,20000,0,1,1,12.70,3,664
894,7,0.260,15500,0,1,1,10.80,8,721
895,8,0.400,16500,0,0,1,6.60,13,762
896,7,0.150,21500,0,2,1,7.00,7,564
897,6,0.180,24000,1,2,1,6.30,10,617
898,6,0.320,11000,0,0,1,10.20,8,719
899,6,0.190,20500,0,0,0,9.40,9,656
900,6,0.410,16500,0,0,1,5.50,14,734
901,6,0.210,14000,0,0,1,6.30,7,717
902,7,0.340,19500,0,2,0,7.60,4,650
903,8,0.430,21000,2,2,0,9.60,4,583
904,6,0.320,7500,0,2,1,6.70,3,627
905,6,0.250,10000,0,0,1,8.40,9,701
906,7,0.350,20000,0,1,1,7.00,10,543
907,5,0.140,14500,0,0,1,6.00,4,625
908,5,0.130,13500,0,0,1,6.60,4,730
909,6,0.280,12000,0,1,1,8.10,6,741
910,8,0.485,15500,0,0,0,5.20,14,627
911,8,0.485,16500,0,1,0,5.20,14,615
912,7,0.290,14500,0,1,0,3.80,8,725
913,6,0.210,14500,0,0,1,5.10,3,629
914,7,0.290,19500,0,2,0,7.00,4,562
915,6,0.230,17500,0,0,1,6.40,9,658
916,6,0.220,15000,0,2,1,11.50,5,652
917,7,0.290,15500,0,0,1,5.60,7,630
918,5,0.320,10000,0,0,1,5.00,10,658
919,7,0.330,12500,0,0,1,5.30,13,775
920,6,0.190,13000,0,0,1,10.50,5,703
921,6,0.270,15500,0,2,1,11.40,6,606
922,6,0.220,14000,0,2,1,11.50,5,676
923,7,0.180,20000,0,1,1,6.90,7,566
924,7,0.220,19500,0,1,1,8.60,7,679
925,5,0.170,15000,0,0,1,10.50,8,733
926,7,0.450,18000,1,2,1,6.20,8,435
927,9,0.300,17000,0,0,0,6.80,8,584
928,8,0.170,18000,1,1,1,8.50,5,563
929,7,0.250,10500,0,2,1,6.60,4,578
930,6,0.220,27500,0,0,0,5.20,5,591
931,8,0.280,21000,0,0,1,6.90,4,615
932,7,0.180,19000,0,1,1,5.30,4,667
933,6,0.160,16000,0,2,1,6.80,8,584
934,6,0.240,17500,0,0,1,6.50,5,628
935,6,0.160,16000,0,1,1,6.80,8,640
936,6,0.220,13500,0,0,1,5.40,3,649
937,5,0.330,7500,0,0,1,9.70,6,639
938,6,0.200,16500,0,3,1,5.10,12,483
939,7,0.260,17000,0,0,1,8.40,9,563
940,8,0.160,20000,0,1,1,5.90,7,518
941,6,0.250,14500,1,1,0,5.00,4,618
942,6,0.250,15500,1,2,0,5.00,4,543
943,7,0.390,14000,0,0,1,8.60,13,757
944,6,0.280,12000,0,2,1,6.30,7,558
945,9,0.330,19000,0,4,0,10.50,5,645
946,5,0.500,2500,0,0,1,7.60,4,705
947,6,0.280,20500,0,0,1,10.10,12,626
948,7,0.350,13000,0,0,1,5.00,10,639
949,7,0.220,17000,0,1,1,5.80,5,650
950,8,0.240,13500,0,1,0,10.70,12,730
951,6,0.260,16000,0,0,1,7.40,9,680
952,7,0.160,15000,1,3,1,8.30,7,559
953,7,0.330,33000,0,0,0,5.60,4,565
954,6,0.140,16000,0,0,1,11.50,11,763
955,7,0.200,15500,0,1,1,6.70,6,712
956,7,0.115,15000,0,0,1,6.80,5,684
957,6,0.290,11000,0,0,0,8.80,8,594
958,7,0.330,32000,0,0,0,5.60,4,648
959,6,0.240,18000,0,0,1,6.40,12,683
960,7,0.240,18000,0,0,1,6.60,13,692
961,7,0.180,19500,0,0,1,6.90,7,700
962,9,0.930,24500,1,4,0,8.60,7,460
963,7,0.280,19000,0,3,0,4.10,12,424
964,8,0.250,13500,0,0,0,4.00,13,743
965,7,0.180,13500,0,0,1,9.80,8,721
966,6,0.330,19000,0,0,1,7.00,10,684
967,6,0.370,15000,0,0,1,6.20,14,685
968,9,0.490,11500,0,0,0,6.20,5,660
969,8,0.250,13500,0,0,0,4.00,13,748
970,7,0.190,15000,0,1,1,7.30,4,751
971,7,0.190,15000,0,1,1,7.30,4,698
972,7,0.190,15000,0,1,1,7.30,4,751
973,7,0.320,30000,1,2,1,8.60,4,571
974,7,0.190,15000,0,1,1,7.30,4,756
975,7,0.190,15000,0,1,1,7.30,4,758
976,6,0.320,7500,0,0,1,5.60,4,601
977,6,0.340,11000,0,0,1,6.00,4,732
978,7,0.240,15500,0,0,1,8.40,9,687
979,6,0.320,14500,0,0,1,7.00,7,581
980,6,0.330,12000,0,0,1,7.30,7,705
981,7,0.180,15500,0,0,1,6.50,5,772
982,6,0.250,10000,0,0,0,6.50,5,628
983,7,0.180,17000,0,0,0,8.20,5,654
984,9,0.230,18500,0,0,0,4.10,6,608
985,7,0.280,20500,0,1,1,7.10,6,665
986,7,0.180,16000,0,0,0,8.20,5,731
987,6,0.180,16000,0,0,1,7.20,5,749
988,7,0.220,14000,0,0,0,5.10,12,670
989,7,0.260,10500,1,2,1,7.10,6,560
990,6,0.250,21000,0,2,1,7.50,5,668
991,6,0.240,12500,1,1,1,7.30,4,612
992,7,0.260,10500,1,2,1,7.10,6,595
993,7,0.270,17500,0,2,1,8.70,6,621
994,7,0.390,18000,0,2,1,9.60,7,619
995,7,0.260,17000,0,1,1,7.20,11,583
996,7,0.320,18500,0,0,1,9.60,13,711
997,7,0.320,18500,0,0,1,9.60,13,703
998,8,0.280,17000,0,2,1,6.70,6,686
999,8,0.280,17000,0,1,1,6.70,6,726
1000,8,0.450,14000,0,1,0,7.20,11,748
1001,6,0.230,16500,0,1,1,6.40,6,701
1002,7,0.230,15000,1,4,0,6.60,4,467
1003,7,0.270,31500,0,2,0,6.70,3,590
1004,7,0.200,18000,0,0,0,8.50,5,750
1005,7,0.200,18000,0,0,0,8.50,5,713
1006,8,0.200,15500,0,0,0,6.50,5,695
1007,7,0.230,20000,0,0,1,11.10,6,634
1008,6,0.440,21000,0,0,1,6.50,5,708
1009,7,0.280,10500,0,2,1,7.20,5,588
1010,6,0.150,14500,0,1,1,6.80,8,730
1011,6,0.230,22000,0,2,1,11.20,8,580
1012,7,0.200,15500,0,0,1,6.80,8,653
1013,9,0.340,27000,0,1,0,9.40,3,663
1014,7,0.180,14500,0,0,1,9.50,8,699
1015,7,0.290,11000,0,2,1,7.50,5,588
1016,6,0.260,8500,0,1,1,6.20,8,746
1017,7,0.210,10500,0,0,1,6.00,7,720
1018,7,0.480,14000,0,2,1,6.90,4,630
1019,8,0.190,28000,0,1,0,10.90,4,705
1020,6,0.250,14000,0,0,1,6.20,8,715
1021,7,0.290,15000,1,4,0,7.60,4,454
1022,6,0.310,9000,0,2,1,6.20,5,694
1023,7,0.140,15000,0,0,1,5.80,8,723
1024,6,0.160,12500,0,0,1,8.60,7,719
1025,6,0.160,12000,0,0,1,8.90,7,656
1026,7,0.330,13000,0,2,0,10.50,5,626
1027,7,0.330,13000,0,2,0,10.50,5,635
1028,7,0.330,13000,0,2,0,10.50,5,621
1029,6,0.430,12500,0,0,1,7.20,5,575
1030,7,0.400,15000,0,0,1,8.80,14,711
1031,8,0.170,15000,0,1,0,8.40,9,669
1032,6,0.320,11500,1,1,1,6.70,6,689
1033,7,0.320,16500,0,0,1,8.60,13,692
1034,7,0.420,9500,0,1,1,5.00,7,661
1035,6,0.290,21000,0,2,1,7.50,5,686
1036,6,0.260,10000,1,2,1,6.00,4,639
1037,6,0.210,29500,1,2,0,6.60,4,559
1038,8,0.280,17000,0,0,1,7.40,6,652
1039,6,0.210,28500,1,1,0,6.60,4,628
1040,9,0.280,15000,0,0,0,7.90,4,646
1041,6,0.320,15000,0,0,1,9.80,14,765
1042,7,0.190,17500,0,0,1,5.60,13,680
1043,7,0.420,19000,0,0,1,8.00,10,713
1044,7,0.200,15500,0,0,1,5.00,13,761
1045,6,0.400,16000,0,0,1,7.10,15,764
1046,4,0.445,6000,1,2,1,8.60,7,598
1047,7,0.200,17000,0,0,1,9.30,10,709
1048,7,0.380,13500,0,1,1,8.90,4,731
1049,7,0.300,17000,0,2,0,6.50,8,638
1050,6,0.370,14000,0,0,1,9.80,14,748
1051,8,0.270,18000,0,0,1,7.90,7,628
1052,6,0.260,12000,0,2,1,10.80,8,641
1053,6,0.280,19500,1,4,1,8.00,4,462
1054,7,0.230,13000,0,0,1,8.50,5,677
1055,6,0.170,14500,0,0,1,7.50,8,641
1056,8,0.240,13000,0,2,0,7.00,7,697
1057,7,0.280,33500,0,3,0,6.40,3,528
1058,8,0.260,15500,0,0,0,11.60,13,725
1059,7,0.460,21000,2,2,0,9.50,5,598
1060,7,0.310,12000,0,2,1,8.00,7,579
1061,6,0.210,14000,0,0,1,7.30,10,708
1062,7,0.480,17500,0,0,1,6.50,14,691
1063,8,0.250,17000,0,0,1,7.30,7,714
1064,6,0.180,15500,0,0,1,7.50,8,653
1065,6,0.320,13000,1,2,1,7.60,4,606
1066,7,0.340,15000,0,2,1,5.20,8,666
1067,6,0.160,14500,0,0,1,6.10,9,700
1068,6,0.450,37500,1,2,1,6.60,4,612
1069,6,0.330,11000,0,1,1,6.50,11,501
1070,7,0.200,16000,0,2,1,6.00,13,695
1071,7,0.200,16000,0,2,1,6.00,13,686
1072,6,0.270,11500,1,4,1,9.50,5,451
1073,7,0.230,21000,0,0,1,8.60,7,688
1074,6,0.260,14500,0,0,1,7.00,10,699
1075,6,0.150,14000,0,0,1,6.20,8,762
1076,7,0.200,35000,0,2,0,6.10,3,604
1077,6,0.300,16500,1,4,1,8.70,6,487
1078,6,0.300,17000,1,3,1,8.70,6,526
1079,7,0.210,20500,0,3,0,6.90,10,477
1080,6,0.240,14500,0,1,1,10.30,7,746
1081,6,0.170,17000,0,0,1,7.80,5,696
1082,6,0.695,28500,1,3,1,7.10,3,546
1083,8,0.300,13500,0,2,0,9.30,4,633
1084,8,0.360,19500,0,0,1,7.70,12,690
1085,9,0.190,24000,0,3,0,9.00,7,458
1086,8,0.260,14000,0,2,0,8.00,7,667
1087,9,0.160,24000,0,0,0,10.80,5,626
1088,7,0.440,14000,0,0,1,7.10,15,682
1089,7,0.210,16000,0,2,1,9.60,7,487
1090,8,0.270,12500,0,2,0,7.60,4,676
1091,6,0.380,10500,1,4,1,9.20,5,462
1092,8,0.240,16000,0,0,0,7.00,7,585
1093,7,0.815,5500,0,2,1,6.00,4,560
1094,8,0.400,16000,0,0,0,6.90,16,723
1095,6,0.260,22500,0,2,1,8.50,5,575
1096,6,0.440,9000,1,2,1,10.60,4,639
1097,7,0.240,14500,0,0,1,10.30,7,677
1098,6,0.290,8000,0,2,1,6.00,4,629
1099,6,0.270,9500,0,2,1,7.20,5,618
1100,7,0.350,10000,0,1,0,7.70,3,688
1101,6,0.430,14000,1,2,1,6.20,5,628
1102,8,0.260,14000,0,1,1,7.00,7,706
1103,6,0.320,16500,1,2,1,9.00,7,644
1104,6,0.270,13000,0,0,1,9.40,6,717
1105,6,0.260,13500,0,0,1,9.50,8,735
1106,6,0.270,13000,0,2,1,9.80,8,670
1107,6,0.560,7500,0,1,1,7.20,5,634
