Customer,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
431,Yes,122,1,0,0,1,231.2,141,63,13.39,8.8
432,No,144,1,1,2.7,1,283.9,98,92,9.6,10
433,Yes,98,1,1,2.16,6,168,81,64.6,8.16,8
434,Yes,76,1,0,0,0,299.5,125,71,11.34,13.7
435,No,125,1,0,0,0,163.8,73,50,12.78,15.7
436,Yes,69,0,0,0,2,279.8,90,69,12.44,8.4
437,No,112,1,1,3.11,1,198.8,122,86.1,11.93,11.5
438,Yes,139,0,1,3.62,1,203.5,82,88.2,10.02,13.4
439,No,142,1,1,2.92,1,154,75,70.2,8.29,10.8
440,No,93,1,0,0.23,2,176.1,103,49.3,9.99,8.5
441,No,123,1,1,4.16,1,270.4,99,108.6,12.26,15.4
442,No,30,1,0,0,0,227.4,88,55,9.13,12.5
443,No,110,1,0,0.29,2,149.8,112,43.9,9,11.7
444,Yes,72,1,0,0,4,287.4,116,69,11.77,5
445,Yes,82,1,0,0,0,329.8,73,74,10.42,10.6
446,No,87,1,0,0,1,186.9,79,48,9.13,4.2
447,No,57,1,0,0,0,221.1,101,58,11.84,9.5
448,No,66,1,0,0,1,207.7,85,53,9.84,6.8
449,No,44,0,0,0,1,62.3,92,34,13.75,10.8
450,Yes,49,0,0,0.26,2,237.8,92,61.6,10.45,15.6
451,No,54,0,0,0,3,236.3,91,54,7.64,11.2
452,No,92,1,1,2.75,0,141.6,95,69.5,10.4,10.2
453,No,27,1,0,0,1,72.7,75,31,10.43,9.9
454,Yes,119,1,0,0,1,260.1,101,67,12.83,10
455,No,50,1,0,0,1,183.6,107,37,2.93,8.7
456,Yes,133,0,0,0,0,254.7,103,65,12.61,8
457,No,130,1,0,0,1,150.4,119,46,11.53,12.3
458,No,73,1,0,0,3,198.3,94,58,13.97,14.8
459,No,243,1,0,0,2,95.5,92,31,8.19,6.6
460,No,27,1,0,0,1,227.4,67,60,12.4,7.8
461,Yes,62,1,0,0,4,321.1,105,78,13.28,11.5
462,No,85,1,1,2.57,2,229.6,123,76.7,6.62,9.5
463,No,36,1,1,2.46,1,152.8,110,71.6,12.14,9.1
464,Yes,138,0,0,0,0,196.2,129,49,8.83,15.2
465,No,60,1,0,0,2,98.2,88,33,9.03,9.3
466,Yes,65,1,0,0,4,245.7,139,63,12.1,4.2
467,No,97,1,0,0.27,3,144.2,91,46.7,11.34,13.8
468,No,70,1,0,0.27,0,7.9,100,15.7,6.82,12.1
469,No,86,1,1,3.05,0,145.7,88,72.5,9.55,11.3
470,Yes,121,1,0,0,3,255.1,93,67,13.35,8.8
471,Yes,133,1,0,0,2,295,141,70,11.18,12.9
472,Yes,82,1,0,0.21,0,300.3,109,69.1,9.05,11.7
473,No,113,1,0,0,1,193.8,99,52,11.07,10.6
474,Yes,167,1,0,0,4,131.6,120,41,10.57,11.1
475,No,164,1,0,0,3,192.1,95,54,12.49,7.3
476,No,163,1,1,2.38,1,224,126,81.8,11.68,8.8
477,Yes,154,0,0,0.36,0,145.9,69,46.6,10.41,14.4
478,No,134,1,0,0,1,242.4,126,55,7.65,11.8
479,Yes,58,1,0,0,2,247.2,116,68,15.19,9.3
480,No,107,1,0,0,0,133.8,85,39,9.03,8.9
481,No,108,1,0,0.33,3,193.3,126,50.3,7.74,9.4
482,No,149,1,0,0,0,237.6,79,57,9.62,9.1
483,No,65,1,1,3.24,1,282.3,70,93.4,7.6,12
484,No,66,1,1,1.92,3,88.8,104,44.2,5.48,7.1
485,No,136,1,0,0,0,109.4,91,37,10.38,11.6
486,No,136,1,1,2.7,3,187.7,84,78,11.05,10
487,No,166,1,0,0,0,173.9,103,54,13.82,15.3
488,No,91,1,0,0,1,217.9,71,57,11.51,10.6
489,No,54,1,1,3.05,2,117.6,82,64.5,7.96,11.3
490,Yes,154,1,0,0,1,350.8,75,79,10.83,10.1
491,No,95,1,0,0,4,238.1,65,57,9.36,11.8
492,No,81,1,0,0,2,153.5,99,43,9.88,6.3
493,No,60,1,0,0,1,221.1,106,53,8.93,7.4
494,No,141,1,1,2.05,3,149.7,112,60.5,8.13,7.6
495,No,134,1,0,0.35,2,177.2,91,53.5,11.44,8.9
496,No,129,1,0,0,1,101.4,145,39,12.46,7.1
497,No,104,1,0,0,3,264,108,57,6.61,10.6
498,No,116,1,1,3.19,2,253,78,86.9,6.95,11.8
499,Yes,71,1,0,0,0,278.9,110,64,9.51,11.7
500,No,72,1,0,0.31,2,139.9,117,46.1,11.18,12.7
501,No,122,1,1,4.21,2,146.4,104,75.1,4.49,15.6
502,No,59,1,0,0.51,4,182.5,104,54.1,10.24,11.3
503,No,38,1,0,0,0,149,92,30,2.46,13.9
504,Yes,74,1,0,0.32,2,298.1,112,71.2,10.07,9.7
505,No,140,1,0,0,3,231.9,101,54,8.01,14.3
506,No,126,1,0,0,3,256.5,112,61,9.98,7
507,No,65,1,0,0,1,187.9,116,46,7.88,7.5
508,No,179,1,0,0.32,1,234.5,134,57.2,8.21,6.1
509,No,124,1,0,0,1,193,97,41,4.49,15.3
510,No,118,1,0,0,2,154.6,112,42,9.21,12.6
511,No,113,1,0,0,0,81.3,116,33,11.03,8.9
512,No,72,0,1,1.49,0,139.8,114,50.9,6.91,5.5
513,No,95,1,0,0,1,134.4,104,36,7.62,9.4
514,No,138,0,0,0,1,268.4,81,61,8.72,11.6
515,No,94,1,0,0.22,0,137.5,118,43.2,10.16,13.4
516,No,119,0,1,3.29,0,173,101,80.9,10.47,12.2
517,Yes,159,1,0,0,2,275.8,103,63,9.48,7.4
518,No,107,1,0,0,2,194.5,97,49,9.32,12.7
519,No,19,1,0,0.31,1,201.5,123,49.1,6.46,12.9
520,No,106,1,0,0.26,1,187.1,104,56.6,12.51,11
521,No,99,1,0,0,1,159.7,83,41,7.77,8.4
522,Yes,150,1,0,0,4,178.9,101,45,8.46,13.8
523,No,134,1,0,0,0,244.1,99,63,12.35,7.2
524,No,166,1,0,0.29,1,204.2,115,52.9,9,9.5
525,No,74,1,0,0,3,124.8,114,33,6.65,10.6
526,No,138,1,0,0.18,1,230.1,107,59.8,10.6,13.2
527,No,139,1,0,0,1,165,132,50,12.49,12.6
528,No,165,1,0,0.13,1,156,88,51.3,13.81,9.3
529,No,84,1,1,2,2,193,106,66,7.68,7.4
530,Yes,168,1,0,0,2,163.4,134,49,12.01,11.6
531,No,182,1,0,0.35,1,176.1,90,48.5,8.75,9.7
532,No,45,1,1,2.08,1,91.7,104,49.8,7.53,7.7
533,No,169,0,0,0,3,57.1,98,27,9.99,6.5
534,No,40,1,0,0.25,0,109.4,107,42.5,12.24,7.1
535,No,117,1,1,2.08,3,104.9,115,59.8,11.88,7.7
536,No,131,1,0,0,2,94.4,80,35,10.76,13.1
537,No,112,1,1,2.78,1,286.6,79,103.8,15.77,10.3
538,No,92,1,0,0,1,265.6,82,61,9.04,8.6
539,No,115,1,0,0,2,184.1,98,60,16.35,7.5
540,No,134,1,1,3.21,0,162,82,88.1,16.24,11.9
541,No,140,1,0,0,3,173.2,91,47,9.84,11.2
542,No,117,1,1,3.19,0,216,140,87.9,11.21,11.8
543,No,149,1,0,0,1,187.6,83,50,10.07,8.8
544,No,120,1,0,0,1,252.1,110,63,11.31,13.8
545,No,69,1,0,0.29,2,194.2,122,56.9,12.11,9.7
546,No,117,1,0,0.42,1,161.6,104,49.2,9.82,13.8
547,No,58,1,0,0,2,238.9,107,57,9.36,11.8
548,No,65,1,0,0,2,105.7,95,31,7.09,6.6
549,No,33,1,1,2.3,1,161.9,85,64,7.56,8.5
550,No,100,1,1,2,0,177.1,88,65,8.19,7.4
551,No,184,0,0,0,2,213.8,105,50,7.98,5
552,No,107,0,0,0.29,1,234.1,91,56.9,8.16,10
553,Yes,97,1,0,0,1,256.4,125,67,13.7,11.1
554,No,124,1,1,2.03,1,251.4,104,82.3,11.26,7.5
555,No,122,1,1,3.13,1,163,107,86.3,15.64,11.6
556,No,95,1,0,0,1,149.2,96,48,13.04,8.1
557,Yes,149,1,0,0,3,242.5,83,63,12.27,10
558,No,79,1,0,0,3,222.3,99,51,7.31,8.9
559,Yes,119,0,1,2.08,0,147.2,103,59.8,8.01,7.7
560,No,56,1,1,1.32,1,37.7,115,32.2,7.21,4.9
561,No,130,1,0,0,1,154,95,44,10.3,12.9
562,Yes,103,1,1,3.11,0,149.9,84,72.1,8.55,11.5
563,No,172,1,0,0,2,169.8,123,45,9.16,12.7
564,No,64,1,0,0,3,216.9,78,55,10.55,11.4
565,No,131,1,0,0,1,175.1,73,45,8.6,7.3
566,No,106,1,0,0,0,193.6,66,54,11.91,12.9
567,No,108,1,0,0,0,169.6,99,52,13.21,9.3
568,No,146,1,0,0,0,189.3,77,46,7.8,7.4
569,Yes,149,0,1,2.38,5,126.9,97,59.8,8.35,8.8
570,No,87,1,0,0,3,124.3,91,36,8.67,7.5
571,No,155,1,0,0.34,1,184.6,102,52.4,9.8,7.8
572,No,120,1,0,0,1,178.4,97,45,8.42,9.3
573,No,63,1,1,2.21,0,214.9,86,76.1,9.91,8.2
574,No,99,1,0,0,0,155.3,93,49,13.29,12.4
575,Yes,146,1,0,0,4,138.4,104,38,7.95,3.9
576,No,139,1,0,0,2,203.2,81,48,7.63,9.7
577,No,145,1,0,0,1,175.8,89,54,13.72,12.4
578,No,57,0,1,3.08,2,234.5,130,87.8,9.76,11.4
579,No,130,1,0,0,0,68.4,86,29,9.67,10.4
580,No,73,1,0,0,1,214.3,145,60,13.43,10.8
581,No,86,1,0,0,1,150.8,85,51,14.8,12.5
582,Yes,148,0,0,0.21,0,233.5,81,58.1,9.39,9.6
583,Yes,69,0,1,2.21,1,271.5,98,90.1,12.67,8.2
584,No,27,1,0,0,5,232.1,81,58,10.54,15
585,No,102,1,1,2.75,2,137.4,100,66.5,8.84,10.2
586,No,151,1,0,0.43,0,175.3,106,47.3,7.22,11.8
587,Yes,96,1,0,0,1,180.6,92,47,9.55,10.3
588,No,129,1,0,0,2,216,85,53,9.35,4.9
589,No,71,1,0,0,1,207,112,50,8.69,12.1
590,No,95,1,0,0,2,203.4,96,49,8.43,13.7
591,No,34,1,0,0,2,124.8,82,46,14.11,10
592,Yes,23,1,0,0,2,321.6,107,77,12.58,11.3
593,No,99,1,0,0,2,174.1,102,39,4.96,7.7
594,No,138,1,0,0,3,146.5,101,50,14.23,14
595,No,16,1,0,0.21,2,144.8,84,41.1,8.25,8.2
596,No,121,1,1,1.59,0,193.8,62,65.9,9.88,5.9
597,No,90,1,0,0,2,205.7,138,49,8.1,12.5
598,No,112,1,0,0,3,214.8,112,55,10.49,9.4
599,No,62,1,0,0.29,1,159.9,100,44.9,8.61,5.6
600,No,29,1,0,0,2,196.8,81,48,8.4,12.7
601,No,57,0,1,3.29,2,236.5,94,87.9,8.16,12.2
602,Yes,160,1,0,0,1,234.9,136,63,13.54,13.9
603,No,66,1,1,2.4,0,190.8,100,79,13.07,8.9
604,No,130,1,0,0,0,183,112,38,3.65,9.5
605,No,45,1,0,0,1,78.2,127,35,12.67,18
606,No,112,1,0,0,1,81.6,94,37,13.41,8.6
607,No,190,1,1,2.3,0,166.5,93,67,9.15,8.5
608,Yes,147,0,0,0,0,225.2,111,54,9.25,9.9
609,No,50,1,1,2.13,2,192.6,97,66.3,6.76,7.9
610,No,61,1,1,2.32,0,288.7,101,90.2,10.19,8.6
611,No,112,0,1,2.81,1,200.3,72,79.1,9.89,10.4
612,No,171,1,0,0.25,0,189.8,122,50.5,8.69,10.3
613,No,65,1,0,0,2,153.9,117,45,11.01,8.5
614,No,121,1,0,0.32,1,213.2,79,50.2,6.04,7.5
615,No,116,1,1,2.89,1,232.9,90,81.9,7.61,10.7
616,No,93,1,0,0,1,179.3,93,47,9.44,12.1
617,No,104,1,1,3.59,4,280.2,136,102.9,11.03,13.3
618,No,70,1,0,0,1,197.3,91,60,15.29,6.7
619,No,64,1,0,0.28,2,97.2,80,35.8,9.31,10.4
620,No,152,1,1,3.59,5,239.1,105,94.9,10.46,13.3
621,Yes,127,0,0,0,1,176.9,110,45,8.4,7.7
622,No,52,1,1,3.65,1,133.3,63,75.5,9.21,13.5
623,No,135,1,0,0,0,154.4,130,44,10.19,11.8
624,No,75,1,1,3.62,2,118.5,86,75.2,10.7,13.4
625,No,68,1,1,2.67,0,239.5,82,85.7,10.19,9.9
626,No,132,1,0,0,0,195.1,100,46,7.44,6.7
627,No,127,0,1,2.81,1,95.9,117,58.1,7.98,10.4
628,Yes,130,1,0,0.33,4,271.8,129,70.3,11.86,8.7
629,No,110,1,1,2.62,1,236.3,102,83.2,9.8,9.7
630,No,57,1,1,2.24,0,176.8,94,69.4,9.75,8.3
631,No,56,1,0,0,1,137.2,111,38,8.3,14.3
632,No,171,1,0,0,1,231.2,135,56,9.44,12.3
633,No,169,1,0,0,2,179.2,111,46,8.76,9.9
634,No,92,0,0,0,1,173.1,140,50,12.02,9
635,Yes,23,1,0,0,1,113.1,74,34,8.44,6.9
636,No,67,1,0,0,2,138.9,65,42,10.45,9.2
637,No,91,1,0,0,1,133.8,61,37,7.94,10.5
638,No,141,1,0,0,1,215.6,113,54,10.03,12.4
639,No,159,1,0,0,0,114.8,98,36,9.63,12.2
640,No,115,1,0,0,0,245.2,105,56,7.95,7.2
641,No,196,1,0,0,2,234,109,61,12.48,9.1
642,Yes,77,1,1,4.13,5,143,101,84.3,10.61,15.3
643,No,67,1,0,0,0,109.1,117,38,10.87,12.8
644,No,161,1,0,0,1,151.6,117,45,10.97,4
645,No,61,1,0,0,2,188.9,105,46,7.68,10.2
646,Yes,93,1,0,0.24,1,271.1,101,69.4,11.87,8.4
647,No,160,1,0,0,1,176.2,90,47,9.8,9.2
648,Yes,49,1,0,0,2,266.3,90,63,10.39,14
649,No,143,1,1,2.11,1,141.8,116,60.1,8.37,7.8
650,No,32,1,0,0,0,230.9,87,56,9.37,6.3
651,No,112,1,0,0.38,1,170.4,103,49.8,10.01,11.6
652,No,63,1,0,0,3,117.1,118,42,12.48,11.1
653,No,224,1,0,0.21,3,111.4,133,36.1,8.75,5.5
654,No,65,1,0,0.28,2,192,89,47.8,6.98,5.5
655,No,94,0,0,0.28,1,235.6,131,59.8,9.74,8.6
656,No,94,1,0,0,0,136.2,114,38,8.26,9.6
657,Yes,181,0,0,0.21,0,161.3,83,40.1,6.22,14.1
658,No,76,1,0,0,1,171.1,78,51,12.86,16.2
659,No,61,1,0,0,2,45,108,21,7.57,9.8
660,No,155,1,0,0,2,163,93,46,10.2,15.1
661,No,123,1,0,0,3,150,98,34,4.49,11.1
662,No,62,1,0,0,1,98.9,103,29,6.77,12.2
663,No,147,1,0,0.26,2,124.4,74,51.6,16.05,10.4
664,Yes,99,1,0,0,3,256.4,44,62,10.73,7.9
665,No,82,1,1,2.38,2,163.8,77,63.8,6.75,8.8
666,No,63,1,0,0.36,2,153.5,81,54.6,14.37,6.5
667,No,141,1,1,2.84,3,187.5,99,81.4,12.07,10.5
668,No,130,1,1,3.29,1,174.5,120,81.9,10.88,12.2
669,No,73,1,0,0.31,0,240.3,130,58.1,8.13,11.9
670,Yes,44,1,0,0,0,288.8,86,65,8.8,9.5
671,No,123,1,0,0,3,166.9,98,48,11.09,12.8
672,No,103,1,1,3.19,1,138.8,80,67.9,7.1,11.8
673,No,67,1,1,3.62,0,174.7,86,80.2,8.03,13.4
674,No,64,1,0,0,1,206.2,76,55,11.62,13.6
675,No,114,1,0,0.4,1,172,145,57,13.82,10.1
676,No,106,1,0,0,1,235.2,121,59,11.03,11.8
677,No,122,1,0,0,1,35.1,62,22,9.04,12.7
678,No,31,1,0,0.28,1,166.1,105,37.8,3.97,12.7
679,No,106,1,0,0,0,158.6,112,46,11,9.1
680,No,97,1,0,0,3,211,76,52,9.45,4.7
681,No,91,1,1,3.32,3,232.4,97,89.2,9.3,12.3
682,No,69,1,0,0.27,3,143.6,88,39.7,7.09,10.8
683,No,45,1,0,0.37,1,155.7,110,52.7,13.02,11
684,No,70,1,0,0,1,230.3,110,46,3.9,13.2
685,Yes,13,1,0,0,0,303.2,133,67,8.53,11.5
686,No,98,1,1,2.62,0,278.3,89,82.2,4.67,9.7
687,No,121,1,1,3.24,1,116,85,65.4,7.51,12
688,No,133,1,0,0,2,187,65,44,7.07,10
689,No,92,1,1,2.7,1,151.1,90,70,9.74,10
690,No,116,1,0,0,2,110.9,54,37,10.67,7.9
691,No,136,0,0,0,2,183.4,103,44,7.1,10.4
692,No,86,1,1,2.65,2,99.9,84,66.5,13.18,9.8
693,No,190,1,1,2.67,1,116.7,71,59.7,7.3,9.9
694,No,93,1,0,0.19,2,271.6,71,67.9,11.47,10.9
695,Yes,125,1,0,0.32,2,113,108,37.2,8.46,9.2
696,No,120,1,0,0,1,158,110,44,9.85,10
697,No,86,1,0,0.17,2,70.7,125,31.7,10.55,0
698,No,63,1,1,3.29,1,184.2,111,90.9,15.63,12.2
699,No,36,1,0,0,1,175.1,144,49,10.85,9.9
700,No,104,1,0,0.27,1,183.6,133,44.7,6.04,12.7
701,Yes,145,1,0,0,1,245.8,116,67,14.34,9
702,Yes,109,1,1,3.32,1,166.9,85,81.2,11.06,12.3
703,No,138,1,1,2.21,0,75.8,102,50.1,8.68,8.2
704,No,148,1,0,0,1,17.6,121,17,8.09,10.6
705,No,92,1,0,0,0,208,125,53,9.95,8.6
706,No,86,1,1,3.29,1,167.6,139,71.9,5.65,12.2
707,No,92,1,0,0,2,91.7,90,33,9.69,9.2
708,Yes,60,1,0,0,2,289.8,101,71,12.78,11.7
709,No,113,1,1,3.59,1,44.9,63,55.9,6.71,13.3
710,No,17,1,1,2.19,1,198.5,123,78.9,13.53,8.1
711,No,100,1,0,0,0,203.8,122,59,14.16,12.5
712,No,93,1,0,0.21,0,141.7,95,45.1,11.05,10.2
713,Yes,76,1,0,0,4,107.3,140,39,11.91,10
714,No,119,1,0,0.23,2,154.5,129,45.3,9.68,13.4
715,Yes,115,0,0,0,1,249.9,95,64,12.13,15.3
716,No,67,1,0,0,2,152.5,131,48,12.62,4.9
717,No,116,1,1,3,0,230.6,94,89,11.21,11.1
718,No,147,1,0,0.33,1,212.8,79,57.3,10.21,10.2
719,No,123,1,1,4.21,2,197.6,105,83.1,4,15.6
720,No,194,1,0,0,1,48.4,101,33,14.06,18.2
721,Yes,63,1,0,0,0,261.8,69,66,12.25,14.7
722,No,89,1,0,0,1,137.9,96,40,9.63,11
723,No,89,1,0,0,0,105.9,151,35,9.48,12.7
724,No,109,1,0,0,0,184,120,42,6.02,11
725,Yes,91,0,0,0,2,145,89,40,8.79,16.7
726,No,128,1,1,2.92,0,222.9,136,90.2,13.1,10.8
727,No,202,1,0,0,3,115.4,137,35,8.94,6
728,No,66,1,0,0.31,2,205.1,102,58.1,11.64,9.2
729,No,94,0,0,0,4,243.2,109,54,7.35,7.2
730,No,144,1,0,0,0,133.3,101,45,12.78,11.6
731,No,74,1,1,3.7,0,234.4,113,100,13.3,13.7
732,No,153,1,0,0,1,193.8,90,50,9.77,8.5
733,No,57,1,0,0,0,85.9,92,32,9.7,10.1
734,No,87,1,0,0.42,3,223.2,109,53.2,6.38,14.5
735,No,163,1,0,0,1,197,109,51,10.13,9.1
736,Yes,161,1,0,0,4,332.9,67,84,15.89,5.4
737,No,128,1,1,2.7,1,265.1,110,89,9.87,10
738,No,111,1,0,0.25,2,191.3,80,47.5,6.93,6.4
739,Yes,111,1,0,0,1,294.7,90,76,14.73,10.8
740,Yes,127,1,0,0.26,1,266.6,106,70.6,13.24,5.9
741,No,142,1,0,0,1,232.1,102,54,8.41,9.9
742,No,136,1,0,0.34,1,92,117,41.4,12.68,10.3
743,No,83,0,1,2.86,2,94.7,111,58.6,7.72,10.6
744,No,122,1,0,0,2,180,88,43,7.25,11.5
745,No,78,1,0,0,2,155,106,42,8.77,11.8
746,No,52,1,1,1.43,2,195.7,119,57.3,5.31,5.3
747,Yes,139,1,0,0,5,134.4,106,41,10.57,10.2
748,No,88,1,0,0,2,161.5,92,43,8.68,7.9
749,No,151,1,1,3.62,0,196.5,98,85.2,8.79,13.4
750,No,143,1,0,0.42,2,172.3,97,49.2,8.7,13
751,No,105,1,0,0,1,251.6,88,58,8.76,5.4
752,No,68,1,0,0.28,1,178.7,61,54.8,12.62,8.4
753,No,72,1,0,0,1,175.5,103,42,6.62,11.8
754,Yes,92,1,0,0,3,154,122,55,16.49,5.6
755,No,75,1,1,2.54,3,225.5,119,79.4,9.1,9.4
756,No,76,1,0,0,0,204.2,100,60,14.63,10.5
757,No,114,1,1,3.48,1,125.2,79,71.8,8.89,12.9
758,No,116,1,0,0,2,167.8,119,41,7.1,7.3
759,No,81,1,0,0,4,166.2,102,47,10.88,13.2
760,Yes,106,0,1,3.89,1,270.3,111,103.9,10.76,14.4
761,Yes,95,0,0,0,4,228.9,134,61,12.79,10.1
762,No,85,1,0,0,1,126.1,112,45,13.74,9.8
763,No,74,1,0,0,3,262.3,114,62,9.95,6.6
764,No,129,1,1,3.08,1,211,99,80.8,7.76,11.4
765,No,89,1,1,1.59,0,97.8,98,50.9,10.36,5.9
766,No,157,1,1,1.84,3,192.6,107,68.4,9.78,6.8
767,No,83,1,0,0,3,231.3,100,58,10.52,12.4
768,No,137,1,0,0.23,1,155.5,81,40.3,6.66,9.1
769,No,80,1,0,0,0,206.3,97,49,7.75,12.4
770,No,120,1,0,0,2,184.5,103,50,10.45,10.2
771,No,41,1,0,0,3,223.8,67,59,12.24,12.3
772,Yes,12,1,0,0,1,249.6,118,64,12.62,11.8
773,No,48,1,0,0,2,190.4,92,60,15.88,8.3
774,No,101,1,0,0,3,248.6,102,58,8.75,6.1
775,No,54,1,0,0,1,116.8,119,31,6.16,12
776,No,111,1,0,0,4,222.2,96,52,8.13,11.9
777,No,76,1,0,0,0,186.1,96,50,10.58,8
778,No,84,1,0,0.14,2,226.9,144,57.4,10.08,13.2
779,No,95,1,0,0.22,2,184.2,95,49.2,9.08,12.8
780,No,63,1,0,0,1,207.6,96,55,11.45,13.3
781,Yes,100,1,0,0.34,4,107,63,31.4,5.29,12.8
782,No,82,1,0,0.21,0,135.4,102,46.1,11.86,17.5
783,No,185,1,1,3.73,2,151.1,121,84.3,12.24,13.8
784,No,68,1,0,0,1,157.3,83,46,11.05,12
785,No,21,1,0,0,1,223.2,142,57,10.83,12.4
786,No,147,1,0,0,2,209.4,104,47,6.63,11.3
787,No,103,1,0,0,1,158.7,90,44,9.92,10.5
788,Yes,143,1,0,0,0,223.3,99,53,8.36,4.5
789,No,113,1,0,0,3,132.1,72,44,12.38,6.9
790,No,84,0,0,0,2,299.4,71,57,3.1,6.6
791,No,204,1,0,0,6,174.3,85,52,12.71,5.9
792,Yes,98,1,0,0,1,165,129,46,10.13,12.5
793,No,27,1,0,0,2,201.2,128,54,11.36,8.4
794,No,154,1,1,2.59,0,224,102,80.9,9.6,9.6
795,No,98,1,0,0,4,221.2,80,56,10.68,11.9
796,No,137,1,0,0,3,242.1,118,58,9.55,14.7
797,No,107,1,0,0.21,5,189.7,76,48.1,7.81,8.3
798,Yes,50,0,0,0.34,2,99.6,108,47.4,15.44,13.7
799,No,109,1,0,0,3,154.8,82,51,14.39,5.9
800,No,132,1,0,0,1,169.9,107,47,10.47,11.5
801,No,96,1,0,0.36,1,106.6,128,46.6,14.24,14.9
802,Yes,116,0,1,3.16,3,162.3,91,83.6,13.97,11.7
803,Yes,67,0,1,4.56,0,181.1,59,95.6,10.8,16.9
804,No,96,1,1,2.67,1,145.8,108,68.7,9.61,9.9
805,Yes,84,1,0,0,0,280,113,65,10.11,10.4
806,Yes,90,0,1,3.59,0,169,104,80.9,9.44,13.3
807,No,100,1,0,0,1,131.1,108,38,8.81,4.3
808,Yes,161,1,0,0.16,4,191.9,113,40.6,3.55,13.4
809,No,19,1,1,3.05,1,156.6,97,76.5,11.21,11.3
810,Yes,162,1,0,0,4,70.7,108,26,7.88,9.1
811,No,116,1,0,0,3,245.9,73,63,12.01,8.9
812,No,133,0,0,0,1,127.3,108,43,12.57,10.3
813,No,29,0,1,1.54,2,235,101,71.4,9.17,5.7
814,No,98,1,1,3.48,2,181.6,112,84.8,11.04,12.9
815,Yes,65,0,0,0.31,0,277.9,123,64.1,7.79,9.2
816,No,15,1,0,0,2,121.1,130,39,10.8,16.1
817,No,89,1,1,2.03,2,163.5,80,72.3,13.74,7.5
818,No,171,1,1,1.57,1,186.9,94,68.7,12,5.8
819,No,81,0,0,0.25,0,227.4,105,59.5,10.58,11.9
820,No,86,1,1,2.27,3,157.2,118,66.7,9.82,8.4
821,Yes,197,0,0,0.12,5,127.3,80,42.2,11.12,13.7
822,No,52,1,0,0,1,215.9,67,56,10.85,5.2
823,No,123,1,0,0,0,224,99,56,10.54,2.1
824,No,12,0,0,0,2,216.7,117,47,5.83,9.8
825,No,74,1,0,0,1,172.1,105,48,10.59,11.6
826,No,143,1,0,0,1,155.4,112,52,14.55,13.9
827,No,72,1,0,0,4,217.8,93,54,9.49,10.4
828,No,73,1,0,0.43,1,194.8,112,52.3,8.36,10.8
829,No,131,1,0,0,1,109.5,95,47,16.61,6.6
830,No,80,1,0,0.24,2,203.7,92,56.4,10.82,7.6
831,No,43,1,0,0,1,84.2,134,22,4.04,10.8
832,No,73,1,0,0,0,175.4,130,51,12.41,12.2
833,No,125,1,0,0,1,203.4,110,46,6.44,11
834,No,10,1,0,0,2,186.1,112,48,9.51,11.4
835,No,67,1,0,0.22,4,310.4,97,61.2,3.33,9.2
836,No,166,0,1,2.38,2,128.2,138,69.8,13.73,8.8
837,Yes,108,1,0,0,4,154.2,123,36,5.62,15.4
838,No,189,1,0,0.25,3,227.8,124,56.5,8.48,5.6
839,No,89,1,0,0.38,2,89.7,80,34.8,8.99,9.5
840,No,97,1,1,1.81,1,202.3,97,59.1,3.46,6.7
841,No,125,1,0,0,2,191.6,115,51,10.28,9.2
842,No,103,1,1,2.86,1,153.5,78,75.6,12.1,10.6
843,No,67,1,0,0.14,0,115.5,70,43.4,12.61,7.5
844,No,101,1,0,0,1,154.4,130,45,10.86,13.9
845,No,37,1,0,0,2,199.5,107,52,10.38,8.1
846,No,91,1,1,2.59,1,273,78,90.9,10.78,9.6
847,No,124,1,0,0,3,158.6,104,45,10.56,10.2
848,No,72,1,0,0,0,198.4,147,53,10.85,13.1
849,Yes,120,0,0,0,2,202,123,51,9.22,7.4
850,No,124,1,0,0,1,160.9,109,40,7.21,12.9
851,No,148,1,0,0,1,239.3,84,58,9.79,10.9
852,No,120,1,1,2.84,0,200.3,68,81.4,11.02,10.5
853,No,80,1,0,0.4,2,149.8,123,53,13.82,10.9
854,No,107,1,0,0,3,146.9,94,35,5.72,11.4
855,No,101,1,0,0.3,1,0,0,20,9.61,7.2
856,No,78,1,0,0,1,130.8,64,42,11.19,10
857,No,37,1,1,2.81,0,264.7,81,92.1,10.83,10.4
858,Yes,135,0,1,3.94,0,173.1,85,86.4,10.2,14.6
859,No,82,1,0,0,1,197.7,101,45,6.38,13.5
860,No,96,1,1,2.81,3,183.3,115,77.1,10.07,10.4
861,No,78,1,0,0,2,190.3,88,49,9.73,11.7
862,No,132,1,0,0,0,222.4,85,52,8.27,11.2
863,No,62,1,0,0,2,182.3,101,59,16.41,11.2
864,No,156,1,0,0,3,174.3,95,46,9.33,12.9
865,Yes,145,1,0,0,1,224.2,89,65,15.75,16.1
866,No,56,1,0,0.33,1,210.4,80,54.3,8.83,15.5
867,No,104,1,0,0,0,138.7,107,46,12.85,10
868,No,127,1,0,0,0,261.7,105,60,9.09,3.3
869,No,152,1,0,0,1,206.3,98,60,14.64,10.6
870,No,124,1,0,0,1,131.8,82,47,14.22,11.3
871,No,135,1,1,3.32,1,273.4,141,93.2,7.7,12.3
