Observation,Vote,Age,HomeOwner,Gender,Married,HouseholdSize,Income,Education,Religious
1728,decided,50,1,female,1,3,163,12,0
1729,decided,45,1,male,1,3,30,18,0
1730,decided,60,1,male,0,4,97,20,0
1731,decided,54,1,female,1,4,146,20,1
1732,undecided,44,1,female,1,3,40,18,0
1733,undecided,48,1,female,0,1,51,20,0
1734,undecided,45,0,female,1,2,161,16,1
1735,undecided,63,1,female,0,1,136,20,0
1736,undecided,42,1,male,1,5,140,15,0
1737,undecided,44,1,female,1,2,146,16,1
1738,undecided,46,1,female,1,3,66,20,0
1739,undecided,43,1,female,1,3,13,20,0
1740,undecided,37,0,female,1,5,127,15,1
1741,decided,48,0,female,0,4,28,8,1
1742,undecided,52,1,female,1,2,135,20,0
1743,undecided,56,1,female,1,4,95,13,0
1744,decided,43,1,female,0,2,17,8,1
1745,undecided,44,1,female,1,2,18,20,0
1746,undecided,47,1,female,1,3,140,18,0
1747,decided,47,1,female,0,1,127,8,1
1748,undecided,68,1,female,1,6,51,16,0
1749,undecided,42,1,other,1,3,18,20,0
1750,undecided,40,1,male,1,2,38,15,0
1751,decided,47,1,male,1,5,73,20,0
1752,undecided,55,0,female,0,1,11,20,0
1753,decided,43,1,female,1,7,183,8,0
1754,decided,46,1,female,1,4,120,8,0
1755,decided,39,1,female,1,5,54,8,0
1756,decided,51,1,male,1,3,106,9,0
1757,decided,40,1,male,1,3,25,18,0
1758,undecided,49,1,female,1,4,97,16,1
1759,decided,50,0,male,1,5,92.5,8,1
1760,undecided,50,1,female,1,4,142,20,0
1761,undecided,52,0,female,1,4,135,20,0
1762,decided,55,1,female,1,2,137.5,8,0
1763,decided,55,1,male,1,7,35,8,1
1764,decided,41,1,male,1,3,203,15,1
1765,undecided,71,1,female,1,2,6,13,0
1766,decided,55,1,female,1,2,135,20,1
1767,undecided,54,1,female,1,3,54,16,1
1768,decided,48,1,female,1,2,8,12,0
1769,decided,38,0,female,1,2,35,18,1
1770,decided,38,1,male,1,5,203,15,0
1771,undecided,35,1,female,1,3,163,15,0
1772,undecided,74,1,female,1,3,84,13,0
1773,undecided,34,1,other,1,2,6,18,0
1774,decided,53,1,female,1,2,10,8,0
1775,undecided,49,1,female,1,4,183,18,0
1776,undecided,41,1,female,1,4,148,16,1
1777,decided,47,1,female,1,3,175,18,1
1778,decided,43,1,female,1,4,470,16,0
1779,decided,56,1,female,1,2,43,18,1
1780,decided,41,1,female,1,6,145,12,1
1781,undecided,53,1,female,1,4,85.5,16,1
1782,undecided,53,1,female,1,6,151,15,0
1783,undecided,54,0,other,1,2,147,20,0
1784,undecided,49,1,female,1,2,104,20,0
1785,undecided,63,1,female,1,5,156,20,0
1786,decided,70,1,female,0,1,116,20,1
1787,undecided,58,1,other,1,4,48,20,0
1788,undecided,50,1,female,1,5,91,15,0
1789,decided,47,1,female,0,2,58,18,1
1790,decided,62,1,female,1,5,57,20,1
1791,decided,53,1,female,0,1,44,10,1
1792,undecided,52,1,male,1,5,83,16,1
1793,decided,43,1,other,1,6,96,12,1
1794,undecided,48,0,female,0,2,95.5,15,1
1795,undecided,35,0,female,1,5,78,18,0
1796,undecided,61,1,female,0,1,22,16,0
1797,undecided,69,1,female,1,7,107,13,1
1798,undecided,41,1,male,1,6,81,15,1
1799,decided,64,1,male,1,3,37,20,0
1800,decided,70,0,female,1,3,182,20,1
1801,undecided,41,1,female,1,7,128,18,0
1802,decided,43,0,female,1,5,91,12,0
1803,decided,55,1,male,1,5,97,18,0
1804,decided,61,1,female,1,2,27,8,0
1805,undecided,48,1,female,1,2,153,20,0
1806,undecided,59,1,female,0,4,43,15,1
1807,undecided,58,0,female,1,4,133,20,0
1808,decided,60,1,female,1,4,47,20,1
1809,decided,45,1,female,1,3,146,8,1
1810,undecided,44,1,female,1,2,71,16,0
1811,decided,39,1,female,1,4,78,12,1
1812,decided,31,1,female,0,3,63,12,1
1813,undecided,39,1,female,1,4,100,15,1
1814,undecided,51,1,female,1,6,27,15,1
1815,decided,47,1,male,1,4,178,12,0
1816,undecided,31,1,female,1,7,75,15,1
1817,undecided,54,0,female,1,2,10,16,0
1818,undecided,52,1,female,1,3,143,20,0
1819,decided,30,0,female,1,7,121,12,1
1820,decided,74,1,female,1,5,46,20,1
1821,decided,55,0,male,1,3,64,20,0
1822,decided,42,1,male,1,4,110,18,0
1823,decided,52,1,female,0,3,25,20,1
1824,undecided,60,1,other,1,6,141,20,1
1825,undecided,46,1,female,1,6,122,15,0
1826,undecided,58,1,male,1,7,93,16,1
1827,undecided,37,1,female,1,3,150,15,1
1828,undecided,47,1,other,1,5,84,18,0
1829,undecided,65,1,female,0,2,36,16,1
1830,undecided,38,1,female,1,4,59,15,1
1831,undecided,44,1,other,1,3,212,20,0
1832,decided,55,1,female,1,2,150,12,1
1833,undecided,36,1,female,0,3,18,18,0
1834,decided,53,1,other,1,2,192,12,0
1835,decided,57,1,male,0,2,12,8,0
1836,decided,53,1,female,1,5,97,18,1
1837,decided,45,1,female,1,4,81,9,1
1838,undecided,51,1,female,1,2,92,20,0
1839,decided,52,1,female,1,5,233,15,1
1840,undecided,40,0,female,1,6,115,18,0
1841,undecided,45,1,female,1,6,72,15,1
1842,undecided,46,0,other,1,4,96,16,1
1843,undecided,56,1,female,1,2,112,20,0
1844,decided,56,1,female,1,4,72,12,0
1845,undecided,50,1,female,0,1,107,18,0
1846,decided,58,1,male,1,4,42,20,0
1847,decided,62,0,female,1,2,26,20,1
1848,undecided,43,0,female,1,3,93,15,1
1849,undecided,50,1,male,1,2,56,8,0
1850,decided,50,0,male,1,3,157.5,8,0
1851,decided,55,1,female,1,4,57.5,20,1
1852,decided,42,0,female,0,1,22,8,0
1853,undecided,44,1,female,0,1,62,18,0
1854,decided,49,0,female,1,3,34,18,1
1855,undecided,53,0,female,1,3,87,13,0
1856,undecided,45,1,female,1,4,39,20,0
1857,decided,58,1,male,1,4,62,18,1
1858,undecided,60,1,female,1,4,73,20,0
1859,decided,54,1,female,0,1,90,20,1
1860,undecided,59,1,female,0,1,123,13,1
1861,decided,53,1,male,1,2,39,20,1
1862,undecided,39,1,female,1,6,130,15,1
1863,undecided,40,0,female,1,4,115,15,0
1864,decided,66,0,female,1,2,49,20,1
1865,undecided,74,1,female,1,3,40,20,0
1866,decided,52,1,female,1,4,103,10,1
1867,decided,43,1,female,1,3,23,9,0
1868,undecided,56,1,female,0,3,128,18,0
1869,undecided,35,1,female,0,1,203,18,0
1870,decided,35,1,female,0,1,110,12,1
1871,decided,38,1,female,1,3,171,18,1
1872,decided,53,0,female,1,6,90,20,1
1873,decided,49,1,female,1,4,489,15,0
1874,undecided,68,1,female,1,3,126,20,0
1875,undecided,31,1,female,1,3,73,15,1
1876,decided,69,1,female,1,3,53,20,1
1877,decided,33,1,female,0,2,73,12,0
1878,decided,59,1,female,1,4,39,20,1
1879,decided,39,0,female,1,2,61,8,0
1880,undecided,43,1,female,0,1,25,18,0
1881,decided,47,1,male,1,3,70,20,0
1882,undecided,72,1,female,0,3,27,20,0
1883,undecided,64,1,female,1,2,7,20,0
1884,decided,46,1,female,1,3,451,18,0
1885,decided,58,1,female,0,6,111,20,1
1886,undecided,59,0,female,0,3,136.5,13,1
1887,decided,50,1,female,1,2,64,12,0
1888,undecided,63,1,female,1,3,76,20,0
1889,undecided,55,1,other,1,4,137,13,1
1890,decided,42,1,female,1,3,128,20,1
1891,undecided,58,0,female,1,5,139,16,1
1892,decided,47,1,female,1,2,87,8,0
1893,decided,68,1,other,0,1,58,20,1
1894,decided,70,1,female,0,1,129,10,0
1895,undecided,64,1,other,1,3,6,20,0
1896,decided,44,1,female,1,5,85,18,1
1897,decided,32,1,male,1,5,169,18,0
1898,undecided,53,1,female,1,4,111,15,1
1899,undecided,38,1,female,0,5,23,15,1
1900,decided,45,1,female,1,2,58,8,0
1901,undecided,56,1,male,1,3,93,13,1
1902,undecided,43,1,female,1,5,141,15,1
1903,undecided,60,1,female,1,6,64,16,1
1904,undecided,70,1,female,1,3,104,20,0
1905,undecided,58,1,female,1,2,104,13,1
1906,decided,78,1,female,0,1,54,8,1
1907,decided,45,0,female,0,2,15,8,1
1908,decided,53,0,female,1,5,205,15,1
1909,decided,39,1,female,1,2,146,18,1
1910,undecided,30,0,female,1,3,40,15,1
1911,undecided,47,0,female,1,5,168,20,0
1912,decided,43,1,female,1,5,41,12,0
1913,decided,49,1,female,0,1,118.5,12,1
1914,decided,73,1,female,1,5,40,20,1
1915,decided,53,1,female,0,1,42,10,1
1916,decided,59,1,male,1,2,124,20,1
1917,decided,52,1,female,0,1,133,18,1
1918,undecided,64,1,male,1,6,37,20,1
1919,decided,70,1,female,1,3,146,20,1
1920,undecided,45,1,female,0,1,4,20,0
1921,undecided,50,1,female,1,3,6,18,0
1922,decided,32,1,male,0,4,55,18,0
1923,decided,39,1,male,1,6,45.5,18,1
1924,undecided,45,1,female,1,2,90,20,0
1925,decided,72,1,male,1,2,115.5,20,1
1926,undecided,33,1,female,1,4,94,18,0
1927,undecided,31,1,female,1,3,100,18,0
1928,decided,42,1,male,1,5,131,18,0
1929,decided,33,1,female,1,5,238,15,1
1930,decided,54,1,male,1,7,235,20,1
1931,undecided,31,1,other,0,3,98,15,0
1932,decided,55,0,female,1,5,64,10,0
1933,decided,51,1,male,0,2,122.5,8,0
1934,decided,62,1,male,1,2,40,20,0
1935,decided,38,1,female,1,3,197,15,0
1936,undecided,61,1,male,1,6,64.5,16,1
1937,undecided,47,1,female,0,3,71,18,0
1938,decided,43,1,female,1,5,225,18,1
1939,decided,49,1,female,1,4,298,16,0
1940,undecided,44,1,other,1,3,44,20,0
1941,decided,44,1,female,0,2,72,18,1
1942,decided,55,0,female,0,2,121,8,1
1943,undecided,53,1,female,1,5,134,18,0
1944,decided,32,1,male,1,5,273,12,1
1945,undecided,67,0,male,1,6,82,16,0
1946,decided,64,1,female,1,5,222,13,0
1947,decided,40,1,male,1,2,461,18,1
1948,decided,63,1,female,1,3,20,20,1
1949,decided,36,1,female,0,3,35,8,1
1950,decided,44,0,male,1,6,118,20,1
1951,decided,44,1,female,1,2,170,20,1
1952,decided,45,1,other,1,5,105,12,0
1953,decided,41,1,female,0,3,66,18,1
1954,decided,50,1,female,0,1,52,9,0
1955,decided,53,1,female,1,4,125,18,1
1956,undecided,66,1,female,0,1,85,20,0
1957,decided,50,1,female,1,3,84.5,18,1
1958,decided,54,1,female,1,4,95,12,1
1959,undecided,36,0,female,1,6,50,15,0
1960,decided,59,1,male,0,2,94,20,1
1961,undecided,59,1,other,1,5,95,16,0
1962,undecided,56,1,female,1,2,77,20,0
1963,decided,61,1,female,1,5,84,8,1
1964,undecided,74,1,female,1,3,7,20,0
1965,decided,60,1,female,1,4,91,20,1
1966,decided,77,0,male,1,3,92,20,0
1967,undecided,62,1,female,1,4,64,13,0
1968,decided,60,1,female,1,4,351,20,0
1969,decided,49,1,female,1,3,482,20,1
1970,undecided,49,1,female,1,3,142,15,0
1971,decided,56,1,female,1,4,194,8,1
1972,decided,65,1,male,1,3,139,20,1
1973,undecided,50,1,female,1,5,47,15,1
1974,decided,53,1,female,1,3,61,18,1
1975,decided,54,1,other,1,4,149,18,1
1976,decided,51,0,male,1,5,446,20,1
1977,undecided,49,0,female,1,4,48,20,0
1978,decided,46,0,female,1,2,92,8,0
1979,decided,66,1,male,1,4,245,20,1
1980,undecided,53,1,male,1,4,163,13,1
1981,decided,42,1,other,0,1,89.5,8,0
1982,decided,50,1,female,0,2,66,8,1
1983,decided,57,0,female,1,6,47,8,1
1984,decided,29,1,female,1,4,166,12,0
1985,undecided,69,1,female,1,4,119,20,0
1986,decided,55,1,female,0,2,50,10,0
1987,decided,38,0,female,1,5,33,8,1
1988,undecided,57,0,male,0,3,165,16,0
1989,undecided,46,1,female,1,2,113,20,0
1990,decided,65,0,male,0,1,81,8,0
1991,decided,47,1,male,1,6,155,20,1
1992,decided,43,1,male,1,5,33,20,1
1993,decided,37,1,male,1,3,66,18,0
1994,decided,69,0,female,1,2,270,20,1
1995,undecided,60,1,female,1,5,202,20,0
1996,decided,30,1,female,1,3,206,15,1
1997,decided,49,1,male,1,3,148,20,0
1998,decided,60,1,female,0,1,152,8,1
1999,decided,48,0,female,1,5,100,8,1
2000,undecided,60,1,female,1,6,97,13,1
2001,decided,63,1,female,0,1,25,20,1
2002,undecided,33,1,female,1,2,205,18,0
2003,decided,39,1,female,1,2,95,18,1
2004,undecided,54,1,female,1,5,84,20,0
2005,decided,55,1,female,0,1,64.5,8,1
2006,undecided,52,1,female,1,2,125,15,1
2007,decided,36,1,female,1,4,201,15,1
2008,undecided,46,1,female,1,5,101,15,0
2009,decided,36,0,female,1,3,89.5,9,0
2010,undecided,34,1,female,1,7,143,15,1
2011,undecided,48,1,male,1,4,101,15,0
2012,undecided,68,1,female,1,3,160,20,0
2013,decided,45,1,male,0,1,101,18,0
2014,undecided,56,1,female,0,1,48,20,0
2015,decided,62,0,female,1,3,299,20,1
2016,undecided,40,1,female,1,6,66,15,0
2017,undecided,36,1,female,1,5,78,18,0
2018,decided,45,1,female,1,3,95.5,9,1
2019,decided,43,1,female,0,1,59.5,18,1
2020,decided,61,1,female,1,3,59,8,0
2021,decided,51,0,female,0,4,14,8,1
2022,decided,63,1,other,1,4,31,20,1
2023,decided,43,1,male,1,4,20,18,1
2024,undecided,63,1,female,1,3,106,20,0
2025,decided,60,1,male,1,4,90,20,0
2026,undecided,56,1,female,1,4,128,16,1
2027,undecided,41,1,female,1,5,143,15,0
2028,decided,40,1,other,1,2,44,18,1
2029,decided,36,0,female,1,5,33,8,1
2030,decided,42,1,female,1,3,42,18,1
2031,decided,42,1,male,1,3,288,20,0
2032,undecided,36,1,female,1,5,20,15,1
2033,undecided,47,1,other,1,5,77,20,0
2034,decided,34,1,female,1,2,7,18,1
2035,undecided,35,1,female,1,6,95,15,0
2036,decided,54,1,female,1,4,61,18,1
2037,undecided,42,1,male,1,3,112,15,1
2038,undecided,61,1,female,1,3,152,20,0
2039,decided,32,1,female,0,1,62,12,0
2040,decided,51,1,other,1,4,135,8,0
2041,decided,57,1,male,0,4,6,8,1
2042,decided,41,1,male,0,1,107,18,0
2043,undecided,57,1,female,0,2,105,20,0
2044,decided,63,0,female,1,4,81,20,1
2045,decided,33,1,female,1,4,180,15,1
2046,decided,50,0,female,1,6,118,12,1
2047,undecided,76,1,male,1,4,90,16,0
2048,undecided,47,1,other,1,2,140,20,0
2049,undecided,60,1,other,1,3,138,8,0
2050,decided,62,1,female,1,7,83,20,1
2051,undecided,57,1,female,1,5,20,15,1
2052,undecided,62,1,female,1,4,67,16,1
2053,decided,67,1,other,0,1,137,8,0
2054,undecided,40,0,female,0,6,57,16,0
2055,decided,70,1,female,0,2,21,8,1
2056,undecided,58,1,female,0,3,20,13,1
2057,undecided,41,1,female,1,4,59,15,1
2058,decided,52,1,male,1,3,62.5,8,1
2059,decided,45,1,female,1,3,134,12,0
2060,undecided,60,1,male,0,1,90,13,1
2061,decided,35,1,female,1,4,13,18,1
2062,decided,43,1,female,0,2,61.5,8,0
2063,decided,53,1,female,0,4,59,8,1
2064,decided,32,1,female,1,6,312,12,0
2065,decided,54,1,female,1,6,117,20,1
2066,decided,35,1,female,1,6,367,15,0
2067,decided,49,1,male,0,1,109,20,0
2068,undecided,53,1,female,1,2,149,18,0
2069,undecided,36,0,female,1,2,57,15,0
2070,decided,56,1,male,0,1,118,20,0
2071,undecided,41,1,female,1,6,30,18,0
2072,undecided,59,1,female,1,5,74,16,0
2073,decided,61,0,other,1,4,58,8,0
2074,undecided,54,1,female,1,5,74,16,0
2075,undecided,44,1,female,1,3,73,18,0
2076,decided,33,1,female,1,5,120,12,0
2077,undecided,38,1,female,1,3,142,18,0
2078,decided,38,1,female,1,5,185,12,1
2079,decided,69,1,female,1,2,125,20,1
2080,undecided,43,1,female,1,3,77,18,0
2081,decided,46,1,female,1,2,53,18,1
2082,decided,52,1,female,0,3,15,8,1
2083,undecided,56,1,female,1,5,76,16,0
2084,decided,28,1,female,1,4,304,12,0
2085,decided,34,0,male,1,4,86,8,0
2086,decided,32,0,male,1,7,65,8,0
2087,decided,46,1,female,1,4,38,12,1
2088,undecided,48,1,male,1,4,102,13,1
2089,decided,55,1,female,0,1,113,8,1
2090,undecided,42,1,female,1,4,135,15,1
2091,decided,36,1,female,0,3,107,9,1
2092,decided,51,1,male,1,5,91,20,1
2093,decided,59,1,female,1,2,59,20,1
2094,decided,45,1,female,1,3,135,18,1
2095,decided,40,0,other,0,2,19,8,0
2096,decided,42,1,female,1,5,231,15,0
2097,undecided,49,1,female,1,6,137,15,0
2098,undecided,40,1,female,0,3,43,15,0
2099,undecided,36,1,female,1,6,147,15,0
2100,undecided,41,1,female,1,5,105,15,0
2101,undecided,74,1,other,1,6,90,20,0
2102,decided,59,1,female,1,2,83,20,1
2103,undecided,52,1,female,1,3,164,15,0
2104,decided,55,1,female,1,2,300,18,0
2105,undecided,34,1,female,1,6,138,15,1
2106,undecided,54,1,other,1,3,138,18,0
2107,undecided,52,1,female,0,3,75,18,0
2108,decided,37,1,female,1,5,177.5,15,0
2109,undecided,68,1,female,1,3,26,20,0
2110,decided,48,1,male,1,3,43,18,1
2111,decided,48,1,female,1,3,161,18,1
2112,undecided,61,1,female,0,1,102,20,0
2113,undecided,48,1,female,1,4,138,16,1
2114,undecided,48,1,female,0,4,46,15,1
2115,undecided,43,1,female,1,5,115,18,0
2116,decided,47,1,female,0,1,30,18,1
2117,decided,52,1,female,0,1,428,15,0
2118,undecided,47,1,male,1,3,66,16,0
2119,undecided,58,1,female,1,6,204,16,0
2120,decided,43,1,female,1,2,56,18,1
2121,decided,52,1,male,1,3,136,20,1
2122,decided,37,0,other,1,6,124,12,0
2123,undecided,32,1,female,1,5,122,18,0
2124,undecided,46,1,female,1,3,140,15,0
2125,undecided,40,1,female,1,4,60,15,0
2126,undecided,55,1,female,1,5,110,15,1
2127,decided,32,1,female,1,3,79.5,18,1
2128,undecided,51,1,female,1,3,92,16,0
2129,decided,42,1,male,1,4,177,18,1
2130,decided,44,1,female,1,5,37,8,1
2131,decided,54,1,male,1,3,44,20,0
2132,decided,49,1,male,0,4,105,18,1
2133,decided,58,0,male,1,5,37,20,1
2134,decided,57,1,male,0,4,94,20,0
2135,undecided,47,1,male,1,5,108,15,0
2136,decided,51,1,female,1,3,140,20,1
2137,undecided,33,1,female,1,6,25,15,1
2138,decided,54,0,female,0,2,299,8,1
2139,undecided,46,1,female,1,2,39.5,15,0
2140,decided,65,1,female,1,2,6,20,1
2141,decided,46,1,female,1,3,94,18,1
2142,undecided,47,1,other,1,6,96,15,0
2143,undecided,61,1,female,1,2,88,20,0
2144,decided,61,1,male,1,4,235,20,1
2145,decided,31,1,female,0,3,40,9,1
2146,decided,44,1,female,0,3,105,8,0
2147,decided,60,1,female,0,1,51,20,1
2148,decided,58,0,other,1,5,32,8,1
2149,decided,43,0,female,1,4,178,18,1
2150,undecided,48,1,female,1,3,108,15,0
2151,undecided,47,1,female,1,5,41,15,0
2152,undecided,48,1,female,1,3,69,15,0
2153,undecided,62,1,female,1,4,66,20,0
2154,undecided,43,1,female,1,4,119,15,0
2155,undecided,42,1,female,0,1,48,16,0
2156,decided,57,1,male,1,6,131,20,1
2157,undecided,77,1,female,0,5,4,13,1
2158,undecided,32,1,female,1,3,116,15,1
2159,decided,66,1,female,1,3,545,20,1
2160,undecided,47,1,female,1,5,115,15,1
2161,decided,37,1,female,1,5,129,18,1
2162,undecided,66,1,female,1,2,87,20,0
2163,undecided,46,1,female,1,3,77,18,0
2164,decided,34,1,female,1,4,173,18,1
2165,decided,40,1,other,1,3,75,9,0
2166,undecided,39,1,female,1,3,149,15,0
2167,decided,60,1,female,0,4,28,20,1
2168,undecided,52,1,female,0,1,74,15,1
2169,decided,54,0,female,0,3,11,8,0
2170,decided,51,1,female,1,3,96.5,18,1
2171,decided,35,1,female,1,3,11.5,12,1
2172,decided,54,1,female,1,5,118,18,1
2173,undecided,55,1,female,0,1,64,20,0
2174,decided,52,1,female,0,3,33,8,1
2175,decided,61,1,female,1,2,146,20,1
2176,decided,35,1,other,1,4,125,8,1
2177,decided,60,0,female,1,7,101,10,1
2178,undecided,60,1,female,1,3,114,20,0
2179,undecided,45,1,female,1,6,154,16,1
2180,decided,45,1,female,1,4,6,8,1
2181,undecided,38,1,male,1,4,40,15,0
2182,undecided,47,0,female,1,6,115,13,0
2183,undecided,41,1,female,1,2,158,15,1
2184,decided,43,1,male,1,7,137,12,0
2185,decided,44,1,female,0,1,154,18,1
2186,decided,39,1,female,1,3,191,15,0
2187,decided,44,0,other,1,3,208,15,1
2188,undecided,36,1,female,0,4,8,15,1
2189,decided,52,1,male,1,4,70,8,0
2190,decided,59,1,other,1,2,89,20,1
2191,decided,39,1,female,1,7,38,12,0
2192,undecided,48,1,female,0,1,126.5,18,1
2193,decided,41,1,female,1,4,530,18,1
2194,decided,46,1,female,1,3,124,12,1
2195,decided,45,1,female,0,3,22,18,1
2196,undecided,49,1,female,1,3,25,20,0
2197,undecided,53,1,female,1,3,87,20,0
2198,undecided,35,1,female,1,2,48,18,0
2199,undecided,36,1,female,1,5,117,18,0
2200,decided,44,1,male,1,2,82,20,1
2201,decided,37,1,female,1,3,223,15,1
2202,undecided,40,1,male,0,1,114,15,1
2203,decided,50,1,female,1,5,362,12,0
2204,decided,45,1,female,1,4,83,12,0
2205,decided,53,1,female,0,4,83.5,18,1
2206,undecided,56,0,female,1,3,97,15,1
2207,decided,51,1,female,1,2,169,8,1
2208,undecided,49,1,female,0,2,20,13,0
2209,undecided,51,0,female,1,4,163,15,1
2210,decided,43,1,male,1,3,179,15,1
2211,undecided,64,1,female,1,4,213,20,0
2212,undecided,48,1,female,0,5,97,15,1
2213,decided,50,1,female,1,2,62.5,18,1
2214,undecided,52,1,female,1,5,116,16,1
2215,decided,31,1,female,0,3,45,18,1
2216,undecided,54,1,female,0,1,109,13,1
2217,undecided,59,1,female,1,3,96,20,0
2218,undecided,38,1,female,0,1,70,18,0
2219,decided,51,1,female,1,2,66,8,0
2220,decided,45,1,female,1,5,158,12,1
2221,undecided,50,1,female,1,4,20,20,0
2222,decided,38,1,female,1,2,536,15,1
2223,decided,48,1,female,1,5,187,15,1
2224,undecided,55,1,female,1,3,152,15,1
2225,decided,41,1,female,1,3,152,18,1
2226,decided,63,1,male,1,3,230,20,1
2227,decided,36,1,male,1,4,199,15,0
2228,decided,42,1,male,0,4,30,12,1
2229,decided,62,0,male,1,3,112,20,1
2230,decided,50,1,female,1,2,74,12,1
2231,undecided,55,1,other,1,5,134,15,0
2232,decided,33,1,male,1,7,108,12,1
2233,undecided,43,1,female,1,3,116,18,0
2234,undecided,55,1,female,1,3,20,15,0
2235,decided,61,1,other,0,1,90,20,1
2236,decided,55,1,male,1,5,133,20,1
2237,undecided,47,0,male,1,3,60,15,1
2238,decided,55,0,female,1,2,152,8,1
2239,undecided,68,1,other,1,2,80,16,1
2240,undecided,48,1,female,0,3,64,18,0
2241,decided,39,0,male,1,5,66.5,12,0
2242,decided,41,1,female,1,3,92,8,0
2243,undecided,46,1,female,1,2,88,18,0
2244,decided,41,1,female,0,2,50,12,1
2245,undecided,54,1,female,0,4,6,18,0
2246,decided,54,1,female,0,1,68.5,20,1
2247,decided,76,1,male,1,2,145,20,1
2248,undecided,42,1,female,1,4,53,15,1
2249,undecided,50,0,female,1,5,95,13,0
2250,decided,40,1,female,1,5,470,18,1
2251,decided,37,1,male,0,1,225,8,1
2252,decided,43,1,female,1,3,191,18,1
2253,decided,46,0,male,1,6,208,16,0
2254,decided,35,0,other,1,5,227,8,1
2255,decided,36,1,male,0,3,119,18,1
2256,decided,67,1,female,0,1,50,20,1
2257,decided,45,1,male,0,4,89,18,1
2258,decided,61,0,female,0,3,48,8,1
2259,decided,53,0,female,1,2,70,8,0
2260,undecided,43,1,male,1,4,170,15,1
2261,undecided,73,0,other,1,4,82,13,0
2262,decided,38,1,female,1,5,83,18,1
2263,undecided,56,1,female,1,3,123,20,0
2264,decided,45,0,other,1,5,187,18,1
2265,undecided,32,1,female,0,1,98,18,0
2266,undecided,34,0,female,0,2,102,18,0
2267,undecided,46,1,female,1,5,89,20,0
2268,decided,37,1,male,0,1,27,18,1
2269,decided,58,1,male,1,2,68,20,0
2270,undecided,47,1,female,1,3,146,15,1
2271,decided,42,1,male,0,1,114,18,0
2272,undecided,36,1,female,1,4,88,18,0
2273,decided,46,1,female,1,3,276,15,0
2274,undecided,46,1,male,1,4,127,15,0
2275,undecided,53,1,female,0,5,18,16,1
2276,undecided,37,1,female,1,3,144,15,1
2277,decided,49,0,female,1,2,99,8,1
2278,undecided,51,1,female,1,5,160,15,1
2279,decided,34,1,female,0,1,44.5,9,1
2280,decided,43,1,male,0,2,242,9,1
2281,undecided,52,1,female,0,1,99,18,0
2282,decided,39,1,female,1,6,113,12,1
2283,decided,69,1,male,0,2,49,20,0
2284,decided,55,1,female,1,4,84,20,1
2285,decided,57,1,female,1,2,130,8,0
2286,decided,56,1,female,1,4,112,18,1
2287,decided,51,1,male,1,3,59.5,18,1
2288,decided,50,0,male,1,2,120,18,1
2289,undecided,31,0,female,1,4,156,15,1
2290,undecided,62,1,female,1,2,200,20,0
2291,decided,39,1,female,1,5,86,12,1
2292,undecided,52,0,female,1,2,128,15,0
2293,undecided,66,0,female,0,5,57.5,16,0
2294,decided,57,1,male,1,4,62.5,8,0
2295,decided,42,1,female,1,7,79,12,1
2296,undecided,46,1,female,1,4,170,15,0
2297,undecided,61,1,female,1,2,77,13,0
2298,decided,56,1,male,1,3,93,20,1
2299,decided,76,1,female,0,3,175,20,1
2300,decided,37,1,female,1,3,42,12,1
2301,decided,52,0,female,1,3,94,8,1
2302,undecided,37,1,male,1,4,90,15,0
2303,decided,51,1,female,0,2,122,18,1
2304,decided,48,1,female,1,5,107,20,1
2305,undecided,44,1,female,1,4,186,15,0
2306,decided,50,1,female,1,4,473,16,0
2307,decided,56,0,female,0,2,54,8,1
2308,decided,45,1,female,1,6,89,12,1
2309,undecided,69,1,female,0,6,108,13,0
2310,undecided,59,1,female,0,1,96,18,0
2311,decided,45,1,female,0,3,72,12,0
2312,decided,49,1,female,1,5,82,12,1
2313,undecided,42,1,female,1,3,204,18,0
2314,decided,58,1,male,1,3,133,20,0
2315,decided,33,0,female,1,6,139,18,1
2316,undecided,38,1,other,1,3,115,18,0
2317,decided,41,1,female,1,4,125,12,0
2318,decided,54,0,female,1,3,46,8,1
2319,decided,34,1,male,1,4,330,15,0
2320,decided,56,1,female,1,4,92,12,0
2321,decided,36,1,male,1,6,110,18,1
2322,decided,51,1,male,1,3,246,20,1
2323,decided,39,1,female,1,5,176,18,1
2324,decided,42,1,other,1,2,169,18,1
2325,undecided,47,1,female,1,2,154,15,1
2326,undecided,45,1,other,1,3,26,15,1
2327,decided,59,1,other,1,4,42,20,1
2328,undecided,45,1,female,1,3,83.5,20,0
2329,decided,56,0,female,1,3,74,20,1
2330,decided,50,1,female,1,3,35,10,1
2331,undecided,62,1,female,1,3,158,20,0
2332,undecided,66,1,female,1,2,119,20,0
2333,decided,64,1,male,1,3,46,20,0
2334,decided,50,0,female,1,3,68,10,1
2335,decided,48,1,other,1,5,43,8,0
2336,decided,50,0,other,0,2,56,10,0
2337,decided,49,1,female,1,2,32,20,1
2338,decided,46,0,other,1,6,482,15,0
2339,undecided,42,1,male,1,3,153,13,1
2340,decided,51,1,female,0,1,52,20,1
2341,decided,53,1,female,1,6,129,8,0
2342,decided,59,0,male,1,3,54,20,1
2343,undecided,62,1,female,1,3,111,16,1
2344,decided,34,1,female,1,6,119,12,0
2345,undecided,70,1,female,0,2,106,20,0
2346,decided,38,1,male,1,6,335,15,1
